Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) ,Cluster
Japan,2023,Beverages,18902.0,18748.0,101.0, 369 ,45.0,0
Australia,2023,Dairy Products,17597.0,17583.0,164.0, 223 ,60.0,0
Mexico,2022,Meat & Seafood,35852.0,41997.0,168.0," 1,307 ",56.0,1
France,2018,Bakery Items,38755.0,39813.0,59.0, 896 ,45.0,1
Australia,2020,Frozen Food,8308.0,6650.0,150.0, 221 ,50.0,0
Russia,2021,Dairy Products,41549.0,34033.0,106.0, 564 ,42.0,1
South Korea,2024,Dairy Products,48475.0,43605.0,39.0, 840 ,66.0,1
Mexico,2021,Fruits & Vegetables,28917.0,32197.0,135.0, 951 ,31.0,1
USA,2019,Prepared Food,31981.0,35435.0,132.0, 355 ,35.0,1
Italy,2018,Beverages,29922.0,35494.0,54.0," 1,139 ",51.0,1
Germany,2020,Fruits & Vegetables,38682.0,33974.0,28.0," 1,055 ",65.0,1
South Korea,2019,Beverages,17963.0,20606.0,23.0, 315 ,39.0,0
Australia,2022,Grains & Cereals,16868.0,19167.0,157.0," 1,288 ",44.0,0
Turkey,2018,Dairy Products,21929.0,25233.0,151.0," 1,101 ",56.0,0
South Korea,2021,Frozen Food,40858.0,46463.0,44.0, 603 ,61.0,1
Brazil,2023,Dairy Products,28811.0,34554.0,130.0, 856 ,50.0,1
Germany,2019,Fruits & Vegetables,17231.0,19354.0,177.0, 224 ,64.0,0
South Africa,2018,Beverages,38851.0,34205.0,149.0, 219 ,42.0,1
Japan,2018,Bakery Items,23843.0,20013.0,114.0," 1,260 ",69.0,0
Japan,2018,Frozen Food,17776.0,14626.0,193.0, 498 ,36.0,0
France,2020,Meat & Seafood,39333.0,43839.0,161.0, 676 ,57.0,1
Brazil,2022,Frozen Food,37795.0,31850.0,49.0, 77 ,39.0,1
Spain,2023,Grains & Cereals,32843.0,27505.0,144.0, 491 ,55.0,1
Saudi Arabia,2020,Beverages,14285.0,13706.0,80.0, 494 ,48.0,0
Brazil,2024,Bakery Items,31450.0,34344.0,119.0," 1,207 ",46.0,1
Italy,2021,Grains & Cereals,14721.0,15985.0,178.0, 481 ,41.0,0
China,2020,Grains & Cereals,17673.0,21147.0,195.0," 1,374 ",43.0,0
Germany,2019,Grains & Cereals,42043.0,36735.0,67.0," 1,384 ",62.0,1
UK,2021,Fruits & Vegetables,35107.0,41960.0,100.0, 163 ,34.0,1
Indonesia,2023,Meat & Seafood,22414.0,18005.0,54.0, 891 ,40.0,0
Canada,2023,Beverages,20236.0,16744.0,108.0, 95 ,54.0,0
Indonesia,2021,Fruits & Vegetables,43600.0,51462.0,98.0, 509 ,54.0,1
Turkey,2019,Bakery Items,45483.0,42244.0,161.0," 1,053 ",34.0,1
Mexico,2024,Frozen Food,12489.0,13220.0,27.0, 710 ,54.0,0
Saudi Arabia,2021,Prepared Food,25920.0,26176.0,44.0, 441 ,60.0,1
Turkey,2018,Bakery Items,38624.0,38544.0,166.0, 652 ,33.0,1
China,2021,Fruits & Vegetables,44733.0,45485.0,128.0," 1,015 ",59.0,1
USA,2021,Meat & Seafood,48731.0,51454.0,128.0," 1,282 ",56.0,1
Germany,2019,Grains & Cereals,8253.0,8452.0,44.0, 167 ,60.0,0
Turkey,2024,Prepared Food,41099.0,43635.0,148.0," 1,055 ",59.0,1
Italy,2020,Meat & Seafood,25528.0,26821.0,62.0, 157 ,41.0,1
Brazil,2021,Fruits & Vegetables,41095.0,38219.0,79.0," 1,211 ",37.0,1
China,2018,Fruits & Vegetables,44136.0,44014.0,170.0, 191 ,62.0,1
France,2020,Bakery Items,2748.0,2227.0,139.0, 785 ,37.0,0
Italy,2018,Grains & Cereals,19032.0,17002.0,174.0," 1,061 ",50.0,0
Canada,2023,Meat & Seafood,38684.0,46156.0,104.0, 785 ,54.0,1
Japan,2021,Dairy Products,36669.0,31771.0,142.0, 355 ,57.0,1
Brazil,2022,Prepared Food,12289.0,13240.0,137.0," 1,038 ",61.0,0
India,2024,Dairy Products,9721.0,10305.0,40.0, 116 ,53.0,0
Argentina,2023,Frozen Food,41010.0,44634.0,99.0, 707 ,66.0,1
China,2021,Frozen Food,1650.0,1547.0,47.0, 443 ,62.0,0
China,2023,Fruits & Vegetables,13158.0,14397.0,44.0," 1,324 ",50.0,0
USA,2022,Fruits & Vegetables,23482.0,19223.0,73.0, 828 ,61.0,0
Turkey,2021,Frozen Food,14619.0,14295.0,78.0, 752 ,34.0,0
Argentina,2018,Frozen Food,19120.0,22634.0,137.0," 1,051 ",69.0,0
France,2021,Bakery Items,35576.0,32977.0,141.0, 588 ,45.0,1
USA,2018,Fruits & Vegetables,34171.0,34860.0,94.0, 777 ,42.0,1
Germany,2018,Bakery Items,49512.0,40028.0,150.0, 552 ,67.0,1
Mexico,2022,Dairy Products,43148.0,35382.0,43.0, 843 ,45.0,1
Italy,2019,Prepared Food,13161.0,15727.0,150.0, 211 ,63.0,0
India,2022,Grains & Cereals,5759.0,6428.0,169.0," 1,394 ",37.0,0
Spain,2019,Grains & Cereals,12626.0,11788.0,175.0," 1,009 ",41.0,0
France,2020,Dairy Products,15522.0,13453.0,46.0, 314 ,39.0,0
UK,2019,Dairy Products,11085.0,12598.0,25.0," 1,346 ",52.0,0
Saudi Arabia,2019,Bakery Items,15584.0,13256.0,47.0, 973 ,42.0,0
South Africa,2023,Bakery Items,9508.0,10583.0,21.0, 48 ,41.0,0
Indonesia,2021,Fruits & Vegetables,39349.0,34608.0,131.0, 284 ,59.0,1
Italy,2024,Beverages,24121.0,28456.0,23.0, 710 ,32.0,1
India,2022,Fruits & Vegetables,4710.0,5007.0,122.0, 315 ,32.0,0
Turkey,2018,Fruits & Vegetables,21411.0,21403.0,151.0, 539 ,51.0,0
South Africa,2019,Prepared Food,14893.0,15282.0,81.0," 1,310 ",49.0,0
Turkey,2020,Bakery Items,39526.0,40410.0,48.0," 1,032 ",59.0,1
Mexico,2019,Bakery Items,42336.0,38012.0,133.0, 81 ,57.0,1
Italy,2021,Meat & Seafood,41616.0,45467.0,199.0, 972 ,70.0,1
Germany,2020,Beverages,42992.0,47767.0,48.0, 593 ,58.0,1
Spain,2021,Bakery Items,2992.0,2960.0,53.0, 147 ,60.0,0
Japan,2022,Prepared Food,34343.0,37433.0,137.0, 468 ,32.0,1
Spain,2023,Prepared Food,45325.0,48623.0,84.0, 168 ,62.0,1
Turkey,2023,Prepared Food,26357.0,31374.0,111.0, 190 ,36.0,1
Germany,2022,Dairy Products,15916.0,14934.0,136.0, 733 ,51.0,0
Canada,2018,Meat & Seafood,31340.0,37295.0,182.0, 605 ,57.0,1
South Africa,2023,Meat & Seafood,37116.0,32649.0,178.0, 374 ,31.0,1
China,2018,Fruits & Vegetables,36260.0,37545.0,56.0," 1,024 ",56.0,1
Italy,2022,Grains & Cereals,14919.0,17084.0,133.0, 803 ,36.0,0
South Korea,2020,Beverages,42031.0,45789.0,64.0, 585 ,60.0,1
Indonesia,2020,Grains & Cereals,30761.0,24829.0,79.0, 576 ,61.0,1
Turkey,2021,Bakery Items,13003.0,15565.0,58.0, 983 ,38.0,0
Saudi Arabia,2019,Prepared Food,15491.0,12642.0,159.0, 376 ,67.0,0
South Africa,2023,Beverages,17822.0,16110.0,24.0, 66 ,69.0,0
USA,2018,Dairy Products,884.0,733.0,126.0, 377 ,48.0,0
Italy,2022,Grains & Cereals,28088.0,24215.0,76.0, 730 ,55.0,1
Germany,2024,Frozen Food,24367.0,23848.0,30.0," 1,299 ",42.0,0
Russia,2022,Prepared Food,48638.0,41147.0,166.0, 113 ,33.0,1
Mexico,2024,Dairy Products,25626.0,20892.0,169.0, 851 ,44.0,0
South Africa,2021,Bakery Items,31435.0,37218.0,84.0, 883 ,51.0,1
Japan,2018,Prepared Food,3875.0,4172.0,111.0, 985 ,63.0,0
Spain,2019,Bakery Items,17731.0,19810.0,102.0," 1,019 ",42.0,0
Japan,2023,Grains & Cereals,2267.0,2347.0,147.0, 130 ,36.0,0
Canada,2022,Beverages,27384.0,27460.0,167.0," 1,125 ",33.0,1
France,2022,Frozen Food,37659.0,44909.0,162.0," 1,058 ",61.0,1
South Korea,2018,Frozen Food,23945.0,20221.0,93.0," 1,108 ",59.0,0
UK,2023,Fruits & Vegetables,14270.0,16875.0,132.0, 672 ,45.0,0
South Korea,2024,Bakery Items,10750.0,11143.0,195.0, 539 ,42.0,0
Italy,2021,Grains & Cereals,25760.0,24901.0,65.0, 432 ,35.0,0
France,2023,Meat & Seafood,31881.0,36280.0,188.0, 588 ,60.0,1
South Korea,2018,Prepared Food,24351.0,26009.0,74.0, 350 ,69.0,0
Spain,2023,Frozen Food,24171.0,24195.0,36.0, 488 ,54.0,0
India,2019,Meat & Seafood,20187.0,23092.0,74.0, 457 ,57.0,0
Spain,2020,Fruits & Vegetables,33031.0,30017.0,169.0," 1,212 ",68.0,1
France,2024,Grains & Cereals,46890.0,50991.0,101.0, 970 ,69.0,1
Germany,2022,Meat & Seafood,41004.0,46604.0,25.0, 647 ,55.0,1
Mexico,2021,Prepared Food,30751.0,33432.0,137.0, 230 ,35.0,1
China,2021,Frozen Food,30637.0,25280.0,175.0," 1,027 ",66.0,1
Mexico,2022,Grains & Cereals,34149.0,38842.0,102.0, 942 ,36.0,1
Indonesia,2022,Meat & Seafood,46816.0,42424.0,118.0," 1,051 ",32.0,1
China,2021,Prepared Food,12514.0,10732.0,90.0," 1,377 ",31.0,0
Australia,2023,Grains & Cereals,41819.0,36926.0,196.0, 814 ,68.0,1
South Korea,2023,Prepared Food,49108.0,50026.0,115.0, 234 ,58.0,1
Turkey,2023,Grains & Cereals,42525.0,43268.0,96.0," 1,201 ",35.0,1
India,2023,Bakery Items,11041.0,11279.0,84.0, 172 ,65.0,0
Spain,2021,Grains & Cereals,44082.0,44430.0,107.0, 349 ,65.0,1
Mexico,2023,Prepared Food,35076.0,35115.0,56.0, 377 ,32.0,1
Italy,2022,Prepared Food,20946.0,17515.0,162.0, 517 ,62.0,0
Turkey,2024,Dairy Products,41634.0,38231.0,169.0, 563 ,65.0,1
Russia,2021,Beverages,42467.0,34601.0,38.0," 1,389 ",38.0,1
Saudi Arabia,2019,Beverages,30420.0,36046.0,28.0," 1,364 ",46.0,1
Saudi Arabia,2020,Bakery Items,28809.0,23817.0,115.0, 189 ,60.0,1
Italy,2019,Bakery Items,20245.0,22806.0,168.0, 635 ,33.0,0
Australia,2023,Meat & Seafood,22704.0,24956.0,67.0," 1,358 ",50.0,0
Italy,2023,Dairy Products,13326.0,11475.0,139.0," 1,019 ",43.0,0
UK,2019,Beverages,45581.0,37685.0,30.0, 394 ,62.0,1
Spain,2023,Meat & Seafood,19686.0,21084.0,37.0," 1,093 ",36.0,0
South Korea,2021,Fruits & Vegetables,41192.0,47097.0,40.0, 550 ,67.0,1
Mexico,2021,Dairy Products,1532.0,1367.0,58.0," 1,061 ",67.0,0
UK,2022,Dairy Products,31688.0,25867.0,26.0, 267 ,65.0,1
UK,2024,Bakery Items,32539.0,36744.0,159.0, 53 ,34.0,1
South Africa,2022,Prepared Food,20894.0,20180.0,110.0, 625 ,39.0,0
Australia,2023,Frozen Food,18747.0,17600.0,67.0, 833 ,57.0,0
Mexico,2023,Grains & Cereals,44680.0,53062.0,140.0, 905 ,62.0,1
China,2020,Grains & Cereals,4101.0,3967.0,162.0, 735 ,51.0,0
Russia,2020,Meat & Seafood,10164.0,8929.0,45.0, 667 ,59.0,0
UK,2020,Fruits & Vegetables,3194.0,3543.0,146.0," 1,089 ",44.0,0
Saudi Arabia,2022,Dairy Products,13520.0,12199.0,169.0," 1,060 ",47.0,0
Japan,2022,Beverages,46515.0,45618.0,101.0, 335 ,54.0,1
Canada,2024,Dairy Products,39004.0,44356.0,58.0, 896 ,39.0,1
Brazil,2023,Meat & Seafood,38139.0,41925.0,59.0," 1,054 ",60.0,1
Turkey,2022,Bakery Items,37878.0,45093.0,33.0, 245 ,45.0,1
Argentina,2021,Meat & Seafood,49387.0,46709.0,130.0, 774 ,44.0,1
South Korea,2019,Dairy Products,14842.0,15528.0,172.0," 1,383 ",47.0,0
UK,2020,Bakery Items,31713.0,27577.0,188.0, 133 ,47.0,1
Brazil,2022,Fruits & Vegetables,2042.0,2256.0,78.0, 213 ,44.0,0
Germany,2020,Meat & Seafood,20303.0,20726.0,160.0, 840 ,50.0,0
Brazil,2021,Dairy Products,2712.0,2736.0,185.0, 228 ,67.0,0
Indonesia,2021,Beverages,39887.0,35685.0,127.0, 993 ,53.0,1
Germany,2021,Dairy Products,28451.0,34008.0,180.0," 1,075 ",31.0,1
USA,2024,Frozen Food,7126.0,6079.0,166.0, 685 ,32.0,0
Italy,2020,Meat & Seafood,42110.0,39773.0,162.0, 674 ,51.0,1
Australia,2021,Grains & Cereals,23064.0,21332.0,168.0, 643 ,50.0,0
France,2024,Fruits & Vegetables,32948.0,27989.0,58.0, 926 ,37.0,1
Japan,2021,Grains & Cereals,29945.0,34924.0,29.0, 261 ,42.0,1
Italy,2019,Dairy Products,38709.0,38602.0,164.0, 741 ,49.0,1
Australia,2018,Bakery Items,15382.0,14887.0,173.0, 764 ,63.0,0
Argentina,2024,Grains & Cereals,16271.0,16901.0,144.0, 847 ,47.0,0
Australia,2022,Meat & Seafood,8998.0,8133.0,165.0, 585 ,55.0,0
Mexico,2019,Bakery Items,36424.0,37743.0,71.0, 184 ,63.0,1
India,2021,Fruits & Vegetables,34845.0,28235.0,191.0," 1,240 ",51.0,1
Indonesia,2020,Frozen Food,37903.0,39273.0,156.0," 1,215 ",59.0,1
Spain,2022,Dairy Products,44004.0,35541.0,93.0," 1,176 ",31.0,1
South Africa,2020,Grains & Cereals,14912.0,12840.0,34.0, 160 ,54.0,0
Canada,2023,Beverages,5164.0,5767.0,189.0," 1,246 ",52.0,0
Italy,2020,Meat & Seafood,31602.0,25537.0,134.0, 474 ,61.0,1
USA,2021,Frozen Food,37875.0,45348.0,143.0, 726 ,45.0,1
Argentina,2023,Meat & Seafood,41911.0,47437.0,90.0, 325 ,67.0,1
France,2021,Beverages,40449.0,47696.0,197.0, 168 ,43.0,1
France,2020,Meat & Seafood,42443.0,45789.0,188.0, 143 ,32.0,1
Russia,2022,Prepared Food,19047.0,16267.0,171.0, 272 ,32.0,0
China,2018,Grains & Cereals,47750.0,39100.0,189.0, 360 ,43.0,1
Canada,2018,Bakery Items,49342.0,52775.0,106.0, 906 ,59.0,1
Indonesia,2020,Frozen Food,44591.0,45631.0,166.0, 909 ,40.0,1
Canada,2019,Prepared Food,31133.0,28269.0,24.0, 458 ,40.0,1
Japan,2021,Grains & Cereals,7226.0,7394.0,106.0," 1,247 ",32.0,0
Japan,2024,Frozen Food,2887.0,3327.0,148.0, 14 ,66.0,0
France,2020,Beverages,12397.0,11858.0,136.0, 821 ,30.0,0
Italy,2023,Meat & Seafood,28316.0,30769.0,179.0, 519 ,62.0,1
USA,2024,Grains & Cereals,34832.0,32199.0,198.0," 1,367 ",32.0,1
USA,2020,Dairy Products,2395.0,2591.0,184.0," 1,231 ",53.0,0
South Africa,2019,Beverages,12613.0,10764.0,102.0, 392 ,63.0,0
Spain,2021,Dairy Products,7913.0,8075.0,152.0, 178 ,60.0,0
Russia,2023,Frozen Food,32703.0,32321.0,74.0," 1,392 ",32.0,1
Mexico,2018,Beverages,34292.0,33457.0,148.0, 158 ,67.0,1
China,2019,Bakery Items,26061.0,29623.0,192.0, 419 ,50.0,1
Russia,2024,Fruits & Vegetables,23570.0,27289.0,199.0," 1,095 ",58.0,1
Canada,2020,Meat & Seafood,5979.0,5833.0,41.0, 937 ,62.0,0
China,2018,Meat & Seafood,30127.0,28702.0,134.0," 1,257 ",42.0,1
India,2019,Meat & Seafood,37712.0,44058.0,77.0," 1,261 ",62.0,1
USA,2021,Meat & Seafood,24499.0,28438.0,52.0, 46 ,63.0,1
USA,2020,Bakery Items,26719.0,30067.0,117.0, 371 ,44.0,1
Japan,2022,Grains & Cereals,3719.0,3804.0,61.0, 883 ,50.0,0
Japan,2020,Frozen Food,12303.0,11330.0,65.0, 890 ,42.0,0
Germany,2022,Grains & Cereals,5457.0,5390.0,148.0, 668 ,42.0,0
Canada,2019,Beverages,40705.0,40259.0,60.0," 1,009 ",63.0,1
Spain,2022,Frozen Food,21309.0,17978.0,161.0, 811 ,56.0,0
Mexico,2020,Prepared Food,28456.0,28702.0,65.0," 1,270 ",56.0,1
South Korea,2019,Beverages,562.0,628.0,122.0, 462 ,62.0,0
South Africa,2022,Beverages,29920.0,25148.0,33.0," 1,017 ",55.0,1
Spain,2021,Grains & Cereals,40334.0,38795.0,51.0, 985 ,63.0,1
Germany,2020,Bakery Items,21625.0,23407.0,143.0," 1,267 ",41.0,0
Turkey,2021,Bakery Items,30451.0,30812.0,21.0, 87 ,66.0,1
UK,2023,Bakery Items,8620.0,9439.0,75.0," 1,107 ",45.0,0
Mexico,2018,Prepared Food,24221.0,24937.0,145.0, 815 ,45.0,0
South Africa,2018,Fruits & Vegetables,42649.0,45762.0,78.0, 223 ,46.0,1
France,2024,Grains & Cereals,22355.0,18258.0,28.0, 690 ,47.0,0
Germany,2022,Bakery Items,18850.0,18543.0,167.0, 947 ,68.0,0
USA,2021,Grains & Cereals,2047.0,2370.0,72.0, 35 ,63.0,0
Spain,2023,Bakery Items,30417.0,28835.0,26.0, 681 ,62.0,1
USA,2022,Frozen Food,11891.0,13680.0,179.0, 382 ,53.0,0
Brazil,2022,Fruits & Vegetables,41759.0,35161.0,92.0," 1,097 ",42.0,1
Turkey,2022,Meat & Seafood,29113.0,27117.0,22.0, 726 ,46.0,1
Canada,2023,Prepared Food,16070.0,16317.0,43.0," 1,354 ",54.0,0
Brazil,2023,Prepared Food,19086.0,21107.0,168.0, 872 ,62.0,0
Mexico,2023,Beverages,45330.0,45566.0,136.0, 855 ,40.0,1
Germany,2019,Fruits & Vegetables,24914.0,29706.0,33.0," 1,268 ",43.0,1
Indonesia,2019,Meat & Seafood,6273.0,5946.0,166.0, 149 ,41.0,0
Brazil,2022,Fruits & Vegetables,43847.0,44810.0,68.0, 168 ,41.0,1
Turkey,2021,Beverages,13865.0,15566.0,48.0, 910 ,45.0,0
Saudi Arabia,2023,Prepared Food,35128.0,38874.0,186.0, 877 ,51.0,1
South Africa,2023,Beverages,13535.0,12428.0,149.0," 1,190 ",54.0,0
South Korea,2022,Beverages,14780.0,12126.0,183.0, 831 ,51.0,0
Germany,2021,Bakery Items,12746.0,12489.0,119.0, 553 ,59.0,0
Spain,2020,Frozen Food,15449.0,12990.0,124.0, 43 ,40.0,0
Japan,2024,Meat & Seafood,37101.0,35853.0,144.0, 321 ,40.0,1
China,2019,Bakery Items,35356.0,37869.0,77.0, 458 ,56.0,1
Mexico,2024,Meat & Seafood,12930.0,13351.0,173.0, 87 ,52.0,0
Canada,2024,Bakery Items,13512.0,15702.0,169.0, 407 ,37.0,0
UK,2022,Meat & Seafood,10643.0,9247.0,74.0," 1,201 ",52.0,0
Russia,2019,Prepared Food,34493.0,36122.0,197.0, 118 ,66.0,1
Spain,2020,Bakery Items,11092.0,10035.0,150.0," 1,216 ",56.0,0
South Korea,2024,Frozen Food,13338.0,12308.0,112.0, 450 ,43.0,0
Canada,2020,Frozen Food,25112.0,28296.0,191.0," 1,022 ",58.0,1
Australia,2023,Grains & Cereals,1435.0,1522.0,99.0," 1,151 ",62.0,0
Australia,2024,Bakery Items,17941.0,14499.0,165.0, 493 ,33.0,0
Japan,2022,Meat & Seafood,48373.0,48305.0,177.0," 1,289 ",36.0,1
USA,2024,Dairy Products,9666.0,9796.0,192.0, 301 ,63.0,0
China,2021,Prepared Food,10462.0,12443.0,39.0, 875 ,33.0,0
Mexico,2022,Prepared Food,24836.0,23122.0,69.0," 1,311 ",50.0,0
Brazil,2019,Prepared Food,13807.0,11633.0,23.0, 654 ,54.0,0
Brazil,2022,Prepared Food,49395.0,40327.0,100.0," 1,123 ",42.0,1
India,2018,Beverages,20942.0,18650.0,124.0, 128 ,49.0,0
UK,2019,Meat & Seafood,10367.0,11884.0,129.0, 463 ,53.0,0
Germany,2023,Dairy Products,39760.0,38053.0,70.0, 842 ,42.0,1
Germany,2024,Prepared Food,47659.0,56031.0,89.0," 1,025 ",63.0,1
Saudi Arabia,2022,Beverages,14009.0,12257.0,145.0," 1,284 ",51.0,0
Saudi Arabia,2019,Meat & Seafood,43154.0,37000.0,175.0," 1,097 ",31.0,1
Indonesia,2023,Grains & Cereals,21517.0,25166.0,62.0, 511 ,31.0,0
Australia,2019,Dairy Products,15479.0,16007.0,35.0, 222 ,31.0,0
France,2018,Dairy Products,7635.0,6921.0,153.0, 820 ,69.0,0
France,2018,Beverages,3715.0,4207.0,146.0," 1,024 ",65.0,0
Canada,2022,Grains & Cereals,44914.0,37680.0,168.0, 908 ,59.0,1
Turkey,2023,Bakery Items,48953.0,45037.0,127.0, 486 ,63.0,1
Argentina,2023,Grains & Cereals,18528.0,15310.0,40.0, 586 ,34.0,0
USA,2021,Grains & Cereals,6925.0,6480.0,81.0, 812 ,57.0,0
Indonesia,2018,Bakery Items,16533.0,13724.0,79.0," 1,018 ",55.0,0
Indonesia,2023,Dairy Products,42686.0,35909.0,131.0, 932 ,40.0,1
Canada,2018,Meat & Seafood,12736.0,14985.0,119.0, 971 ,54.0,0
Australia,2019,Dairy Products,46106.0,45513.0,81.0, 231 ,33.0,1
Japan,2024,Dairy Products,35892.0,36288.0,155.0, 184 ,31.0,1
Russia,2023,Fruits & Vegetables,6482.0,6870.0,30.0, 292 ,54.0,0
China,2020,Dairy Products,21628.0,24588.0,119.0," 1,070 ",59.0,0
Italy,2023,Beverages,20092.0,18646.0,24.0, 317 ,64.0,0
Australia,2022,Dairy Products,48373.0,50449.0,59.0," 1,328 ",34.0,1
Mexico,2024,Grains & Cereals,17325.0,20113.0,140.0, 244 ,31.0,0
South Africa,2019,Beverages,28540.0,27498.0,114.0, 572 ,59.0,1
Japan,2019,Dairy Products,20167.0,18982.0,62.0, 652 ,63.0,0
Mexico,2022,Beverages,16309.0,13446.0,55.0, 286 ,56.0,0
Germany,2019,Prepared Food,39516.0,43657.0,84.0, 242 ,42.0,1
Brazil,2023,Bakery Items,6367.0,5602.0,136.0, 858 ,59.0,0
Spain,2020,Dairy Products,17787.0,19471.0,128.0, 958 ,46.0,0
Mexico,2023,Meat & Seafood,26861.0,23432.0,108.0, 854 ,55.0,0
China,2020,Prepared Food,3237.0,3128.0,29.0, 847 ,50.0,0
China,2020,Beverages,46073.0,42722.0,142.0, 582 ,56.0,1
South Korea,2018,Fruits & Vegetables,24411.0,22267.0,189.0, 715 ,55.0,0
France,2024,Dairy Products,11016.0,10330.0,200.0," 1,212 ",58.0,0
Turkey,2018,Frozen Food,18825.0,16221.0,122.0," 1,191 ",52.0,0
UK,2024,Grains & Cereals,30252.0,30485.0,155.0, 673 ,33.0,1
Japan,2021,Grains & Cereals,28189.0,25430.0,159.0, 335 ,54.0,1
India,2018,Beverages,28018.0,33553.0,133.0, 227 ,56.0,1
Canada,2022,Meat & Seafood,47128.0,42677.0,74.0, 784 ,32.0,1
China,2023,Dairy Products,29274.0,32530.0,131.0, 473 ,52.0,1
Argentina,2021,Bakery Items,10847.0,11717.0,198.0, 123 ,37.0,0
Spain,2023,Grains & Cereals,20059.0,20403.0,86.0, 691 ,48.0,0
Brazil,2018,Bakery Items,23892.0,20702.0,99.0," 1,112 ",59.0,0
Indonesia,2022,Meat & Seafood,15956.0,15881.0,41.0," 1,179 ",63.0,0
Argentina,2022,Frozen Food,44823.0,49895.0,197.0, 147 ,58.0,1
Turkey,2019,Prepared Food,4850.0,4608.0,39.0," 1,304 ",59.0,0
Canada,2020,Beverages,12697.0,11643.0,113.0," 1,115 ",64.0,0
Canada,2024,Bakery Items,44657.0,35786.0,61.0, 532 ,68.0,1
Germany,2018,Prepared Food,33073.0,27679.0,27.0, 443 ,38.0,1
Russia,2024,Fruits & Vegetables,6639.0,7472.0,191.0, 859 ,47.0,0
Turkey,2019,Prepared Food,29636.0,24638.0,102.0, 576 ,46.0,1
China,2022,Beverages,3119.0,2909.0,54.0, 718 ,69.0,0
France,2019,Fruits & Vegetables,22248.0,20257.0,174.0, 817 ,49.0,0
India,2024,Frozen Food,21206.0,22700.0,123.0, 828 ,66.0,0
Australia,2019,Beverages,1160.0,1158.0,163.0, 862 ,32.0,0
Mexico,2018,Beverages,20437.0,18176.0,141.0," 1,219 ",49.0,0
India,2023,Prepared Food,26978.0,24530.0,194.0, 341 ,68.0,1
USA,2022,Prepared Food,25659.0,27458.0,59.0, 561 ,59.0,1
South Korea,2022,Meat & Seafood,30589.0,31102.0,22.0, 965 ,57.0,1
USA,2022,Dairy Products,42055.0,40586.0,165.0, 677 ,53.0,1
India,2019,Fruits & Vegetables,20334.0,19203.0,29.0, 695 ,68.0,0
Brazil,2018,Prepared Food,3696.0,3321.0,167.0, 385 ,44.0,0
South Korea,2024,Fruits & Vegetables,5443.0,6473.0,91.0, 781 ,61.0,0
Mexico,2024,Frozen Food,27555.0,32212.0,199.0, 879 ,58.0,1
France,2023,Dairy Products,17164.0,15214.0,93.0, 796 ,38.0,0
Mexico,2018,Frozen Food,20128.0,23659.0,24.0," 1,319 ",34.0,0
South Korea,2019,Prepared Food,33617.0,37461.0,97.0, 793 ,68.0,1
Spain,2021,Grains & Cereals,24828.0,28576.0,128.0, 85 ,54.0,1
China,2018,Fruits & Vegetables,39190.0,31791.0,131.0, 81 ,55.0,1
Australia,2019,Frozen Food,18657.0,18849.0,125.0, 852 ,33.0,0
Argentina,2020,Prepared Food,41121.0,43607.0,80.0, 644 ,50.0,1
Australia,2023,Dairy Products,37511.0,39567.0,164.0, 484 ,62.0,1
China,2018,Meat & Seafood,12159.0,10519.0,83.0, 660 ,62.0,0
USA,2024,Grains & Cereals,34569.0,40687.0,140.0," 1,131 ",52.0,1
Germany,2020,Dairy Products,30427.0,33884.0,55.0, 516 ,53.0,1
Italy,2023,Bakery Items,4743.0,4114.0,114.0, 345 ,58.0,0
Brazil,2021,Prepared Food,43200.0,41602.0,156.0, 73 ,60.0,1
Germany,2020,Grains & Cereals,15847.0,15977.0,30.0, 14 ,69.0,0
China,2021,Prepared Food,31604.0,26619.0,94.0," 1,041 ",58.0,1
Turkey,2021,Beverages,16371.0,14570.0,47.0, 750 ,35.0,0
Mexico,2024,Meat & Seafood,46119.0,49920.0,167.0, 74 ,68.0,1
India,2018,Dairy Products,45092.0,49126.0,26.0," 1,153 ",67.0,1
Indonesia,2024,Fruits & Vegetables,19490.0,16283.0,74.0, 742 ,65.0,0
UK,2022,Fruits & Vegetables,23277.0,22356.0,46.0, 630 ,32.0,0
China,2020,Prepared Food,24031.0,23044.0,126.0, 267 ,38.0,0
Germany,2020,Beverages,5423.0,5241.0,162.0, 962 ,56.0,0
Mexico,2018,Bakery Items,21949.0,21903.0,31.0, 31 ,47.0,0
UK,2020,Grains & Cereals,1081.0,1230.0,61.0, 224 ,64.0,0
UK,2022,Prepared Food,14431.0,16888.0,144.0, 963 ,45.0,0
Spain,2021,Prepared Food,44577.0,43740.0,197.0, 902 ,32.0,1
Japan,2021,Frozen Food,46521.0,39479.0,152.0, 999 ,35.0,1
UK,2022,Prepared Food,31464.0,28078.0,132.0, 727 ,56.0,1
Japan,2021,Frozen Food,3453.0,3784.0,192.0," 1,087 ",44.0,0
China,2022,Meat & Seafood,26277.0,30675.0,21.0, 657 ,43.0,1
India,2018,Dairy Products,41442.0,49120.0,144.0, 89 ,41.0,1
India,2018,Bakery Items,7407.0,8434.0,65.0, 947 ,39.0,0
Saudi Arabia,2021,Prepared Food,7623.0,6158.0,134.0, 432 ,46.0,0
