Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) 
Saudi Arabia,2019,Dairy Products," 13,414 "," 16,060 ", 153 ," 1,366 ", 43 
UK,2023,Beverages," 18,477 "," 16,169 ", 190 , 116 , 62 
Argentina,2024,Prepared Food," 23,781 "," 20,518 ", 96 , 221 , 63 
Saudi Arabia,2021,Grains & Cereals," 24,407 "," 23,086 ", 27 , 965 , 36 
Spain,2018,Meat & Seafood," 10,143 "," 8,283 ", 122 , 836 , 47 
Italy,2023,Prepared Food," 42,518 "," 45,807 ", 40 ," 1,120 ", 40 
Italy,2021,Grains & Cereals," 24,958 "," 23,553 ", 45 , 735 , 34 
UK,2022,Fruits & Vegetables," 37,787 "," 41,232 ", 83 , 223 , 50 
Germany,2018,Beverages," 15,418 "," 14,447 ", 86 , 18 , 32 
Canada,2023,Dairy Products," 23,820 "," 22,406 ", 123 ," 1,363 ", 56 
Turkey,2023,Dairy Products," 38,824 "," 31,165 ", 89 ," 1,156 ", 68 
Brazil,2023,Dairy Products," 38,384 "," 41,110 ", 155 , 302 , 42 
Brazil,2020,Meat & Seafood," 44,865 "," 46,271 ", 47 , 763 , 36 
Italy,2023,Fruits & Vegetables," 26,493 "," 24,338 ", 68 , 894 , 70 
Spain,2023,Grains & Cereals," 22,081 "," 21,954 ", 65 , 418 , 57 
Japan,2022,Meat & Seafood," 5,755 "," 5,176 ", 138 , 876 , 48 
Saudi Arabia,2024,Dairy Products," 48,061 "," 40,348 ", 103 , 148 , 68 
India,2019,Dairy Products," 22,083 "," 26,284 ", 147 ," 1,093 ", 46 
South Africa,2024,Fruits & Vegetables," 14,884 "," 16,806 ", 33 , 427 , 61 
Indonesia,2023,Dairy Products," 6,932 "," 5,756 ", 99 , 862 , 46 
Spain,2018,Frozen Food," 41,164 "," 44,861 ", 119 ," 1,045 ", 59 
Argentina,2022,Frozen Food," 13,641 "," 12,172 ", 194 , 880 , 57 
South Africa,2021,Fruits & Vegetables," 21,081 "," 21,851 ", 53 , 493 , 33 
USA,2022,Frozen Food," 43,267 "," 45,722 ", 56 ," 1,289 ", 32 
Brazil,2020,Beverages," 44,298 "," 49,937 ", 58 , 829 , 70 
Germany,2021,Bakery Items," 16,845 "," 14,205 ", 104 , 726 , 36 
Australia,2022,Grains & Cereals," 23,375 "," 20,755 ", 89 ," 1,283 ", 68 
Germany,2024,Meat & Seafood," 15,447 "," 14,358 ", 185 , 808 , 56 
Canada,2023,Bakery Items," 38,769 "," 42,417 ", 164 , 228 , 51 
UK,2023,Beverages," 8,415 "," 9,984 ", 159 , 25 , 58 
USA,2023,Beverages," 44,970 "," 48,115 ", 178 , 330 , 38 
USA,2019,Meat & Seafood," 42,832 "," 39,206 ", 172 ," 1,292 ", 46 
UK,2020,Dairy Products," 15,701 "," 18,355 ", 146 ," 1,318 ", 54 
Turkey,2018,Bakery Items," 19,268 "," 17,242 ", 47 , 755 , 50 
Germany,2018,Meat & Seafood," 25,413 "," 24,518 ", 53 , 906 , 64 
Australia,2023,Frozen Food," 24,491 "," 28,821 ", 154 , 320 , 44 
China,2018,Frozen Food," 3,072 "," 3,487 ", 93 , 510 , 54 
France,2019,Beverages," 18,699 "," 20,496 ", 200 , 245 , 35 
South Korea,2020,Meat & Seafood," 33,887 "," 32,310 ", 104 , 427 , 37 
Mexico,2024,Beverages," 12,212 "," 11,995 ", 67 ," 1,325 ", 52 
Italy,2022,Frozen Food," 38,348 "," 41,285 ", 72 , 506 , 60 
Mexico,2018,Frozen Food," 21,202 "," 19,115 ", 52 , 543 , 33 
South Africa,2021,Dairy Products, 608 , 612 , 137 , 129 , 42 
Russia,2020,Dairy Products," 35,937 "," 30,315 ", 140 , 78 , 40 
Germany,2020,Prepared Food," 19,452 "," 23,193 ", 176 , 446 , 50 
Italy,2023,Dairy Products," 37,129 "," 31,765 ", 94 , 671 , 62 
Spain,2019,Fruits & Vegetables," 45,846 "," 43,306 ", 54 ," 1,280 ", 60 
Mexico,2023,Meat & Seafood," 8,535 "," 8,704 ", 44 , 488 , 56 
Argentina,2021,Dairy Products," 20,088 "," 23,773 ", 60 , 957 , 34 
Brazil,2018,Grains & Cereals," 15,663 "," 12,969 ", 45 ," 1,120 ", 43 
India,2019,Frozen Food," 21,755 "," 19,071 ", 146 ," 1,224 ", 44 
USA,2024,Fruits & Vegetables," 17,612 "," 18,604 ", 143 , 154 , 68 
Mexico,2022,Bakery Items," 22,620 "," 21,652 ", 138 , 665 , 42 
Italy,2023,Fruits & Vegetables," 16,002 "," 17,823 ", 108 , 755 , 61 
India,2018,Dairy Products," 2,913 "," 2,730 ", 143 , 369 , 36 
Mexico,2021,Fruits & Vegetables," 24,342 "," 20,010 ", 80 ," 1,122 ", 32 
UK,2022,Beverages," 21,153 "," 21,899 ", 145 ," 1,169 ", 47 
Turkey,2021,Fruits & Vegetables," 16,980 "," 14,140 ", 156 ," 1,005 ", 50 
Japan,2021,Meat & Seafood," 39,094 "," 37,555 ", 60 , 783 , 48 
Spain,2022,Frozen Food," 10,884 "," 12,005 ", 78 , 688 , 39 
USA,2020,Fruits & Vegetables," 33,203 "," 31,071 ", 178 , 446 , 54 
India,2022,Prepared Food," 17,404 "," 16,905 ", 94 , 826 , 58 
Japan,2018,Grains & Cereals," 33,314 "," 27,333 ", 146 ," 1,054 ", 36 
Italy,2020,Grains & Cereals," 21,912 "," 21,742 ", 31 , 638 , 50 
Turkey,2020,Dairy Products," 38,769 "," 39,651 ", 33 ," 1,092 ", 67 
USA,2023,Frozen Food," 20,356 "," 21,635 ", 32 , 929 , 66 
Indonesia,2020,Meat & Seafood," 2,486 "," 2,257 ", 196 , 931 , 35 
Turkey,2019,Dairy Products," 17,005 "," 16,808 ", 79 , 666 , 68 
Canada,2024,Fruits & Vegetables," 30,719 "," 30,692 ", 71 , 132 , 41 
Canada,2021,Beverages," 14,188 "," 12,177 ", 183 , 572 , 47 
Indonesia,2023,Beverages," 23,322 "," 26,953 ", 133 , 735 , 40 
South Korea,2022,Fruits & Vegetables," 20,116 "," 21,022 ", 125 , 34 , 60 
South Africa,2020,Beverages," 32,025 "," 30,791 ", 85 ," 1,390 ", 42 
Saudi Arabia,2023,Bakery Items," 48,787 "," 57,469 ", 112 , 920 , 41 
Saudi Arabia,2020,Bakery Items," 36,925 "," 31,807 ", 197 , 383 , 55 
Russia,2020,Frozen Food," 43,274 "," 44,368 ", 108 , 340 , 35 
Spain,2020,Fruits & Vegetables," 35,824 "," 39,183 ", 170 ," 1,180 ", 33 
Mexico,2024,Beverages," 42,070 "," 44,375 ", 103 ," 1,128 ", 36 
Russia,2021,Prepared Food," 1,947 "," 1,970 ", 177 , 637 , 59 
Australia,2019,Frozen Food," 24,548 "," 22,928 ", 24 , 256 , 56 
India,2021,Bakery Items," 19,627 "," 17,657 ", 147 , 127 , 60 
France,2023,Fruits & Vegetables," 15,156 "," 17,813 ", 95 ," 1,244 ", 42 
Japan,2019,Frozen Food," 6,031 "," 5,410 ", 31 , 273 , 45 
Canada,2019,Beverages," 37,390 "," 36,987 ", 53 , 929 , 56 
South Korea,2019,Fruits & Vegetables," 11,626 "," 11,305 ", 28 , 17 , 68 
USA,2022,Dairy Products," 31,845 "," 28,278 ", 169 , 779 , 40 
USA,2022,Prepared Food," 29,792 "," 34,364 ", 170 , 639 , 48 
Russia,2022,Beverages," 2,850 "," 2,987 ", 20 , 177 , 65 
USA,2023,Meat & Seafood," 16,834 "," 19,328 ", 50 ," 1,187 ", 56 
Spain,2023,Prepared Food," 23,853 "," 27,457 ", 41 , 171 , 41 
USA,2018,Beverages," 41,122 "," 37,089 ", 134 , 494 , 59 
China,2021,Grains & Cereals," 15,544 "," 14,551 ", 105 , 378 , 61 
Japan,2019,Fruits & Vegetables," 47,699 "," 50,364 ", 199 , 301 , 49 
India,2020,Fruits & Vegetables," 1,205 "," 1,260 ", 135 , 496 , 39 
China,2020,Prepared Food," 8,043 "," 9,336 ", 41 ," 1,209 ", 69 
South Korea,2022,Frozen Food," 1,036 ", 985 , 37 ," 1,167 ", 54 
Argentina,2021,Grains & Cereals," 9,253 "," 8,608 ", 49 , 569 , 60 
South Africa,2024,Meat & Seafood," 33,623 "," 37,640 ", 151 , 77 , 41 
Australia,2022,Prepared Food," 31,651 "," 26,406 ", 68 , 885 , 66 
Saudi Arabia,2020,Frozen Food," 17,989 "," 20,476 ", 196 , 401 , 40 
Germany,2018,Meat & Seafood," 18,095 "," 21,227 ", 166 ," 1,101 ", 70 
India,2022,Bakery Items," 22,099 "," 18,874 ", 176 ," 1,278 ", 60 
Australia,2024,Bakery Items," 48,240 "," 50,224 ", 158 ," 1,033 ", 42 
Australia,2019,Frozen Food," 49,903 "," 53,795 ", 114 ," 1,286 ", 58 
South Korea,2021,Prepared Food," 13,834 "," 14,947 ", 194 , 762 , 68 
Italy,2020,Prepared Food," 28,246 "," 27,153 ", 94 ," 1,265 ", 63 
Australia,2023,Fruits & Vegetables," 24,162 "," 19,831 ", 178 ," 1,093 ", 40 
Russia,2020,Frozen Food," 40,155 "," 47,143 ", 157 , 78 , 31 
UK,2018,Frozen Food," 26,004 "," 25,274 ", 67 , 166 , 42 
Russia,2024,Frozen Food," 9,049 "," 7,669 ", 52 ," 1,111 ", 48 
Saudi Arabia,2024,Bakery Items," 10,520 "," 11,336 ", 134 ," 1,202 ", 67 
India,2020,Dairy Products," 46,664 "," 45,253 ", 151 ," 1,021 ", 35 
Canada,2021,Frozen Food," 16,288 "," 18,370 ", 186 ," 1,369 ", 50 
Canada,2020,Dairy Products," 47,786 "," 40,743 ", 73 , 510 , 50 
China,2024,Prepared Food," 34,745 "," 30,622 ", 98 , 546 , 34 
France,2024,Dairy Products," 19,280 "," 20,684 ", 107 , 165 , 54 
China,2021,Beverages," 31,951 "," 36,598 ", 79 ," 1,360 ", 44 
China,2022,Fruits & Vegetables," 32,986 "," 34,640 ", 61 , 873 , 55 
Mexico,2019,Grains & Cereals," 20,510 "," 17,425 ", 101 , 177 , 66 
Australia,2022,Fruits & Vegetables," 40,051 "," 39,578 ", 146 ," 1,370 ", 40 
South Korea,2022,Frozen Food," 40,756 "," 45,349 ", 124 , 272 , 56 
Japan,2021,Fruits & Vegetables," 4,995 "," 4,605 ", 58 ," 1,197 ", 67 
Argentina,2024,Bakery Items," 39,454 "," 39,952 ", 105 ," 1,200 ", 54 
Saudi Arabia,2018,Prepared Food," 38,508 "," 40,946 ", 21 ," 1,351 ", 69 
Germany,2022,Fruits & Vegetables," 14,359 "," 15,850 ", 128 , 469 , 56 
Turkey,2019,Bakery Items," 13,811 "," 14,006 ", 94 , 652 , 31 
Russia,2018,Grains & Cereals," 7,791 "," 8,600 ", 39 , 207 , 60 
Indonesia,2024,Meat & Seafood," 10,487 "," 10,653 ", 57 ," 1,055 ", 44 
Argentina,2019,Fruits & Vegetables," 21,161 "," 23,556 ", 102 , 576 , 43 
Saudi Arabia,2019,Beverages," 20,940 "," 22,387 ", 157 , 556 , 35 
USA,2024,Frozen Food," 5,223 "," 5,744 ", 48 ," 1,136 ", 55 
Russia,2019,Fruits & Vegetables," 35,505 "," 31,775 ", 147 , 200 , 38 
Turkey,2020,Fruits & Vegetables," 23,159 "," 22,430 ", 92 ," 1,279 ", 43 
Australia,2023,Bakery Items," 42,007 "," 42,368 ", 33 , 637 , 36 
Saudi Arabia,2018,Fruits & Vegetables," 43,258 "," 37,951 ", 56 ," 1,340 ", 61 
Germany,2018,Grains & Cereals," 35,962 "," 34,399 ", 160 , 372 , 70 
Canada,2021,Bakery Items," 30,280 "," 31,631 ", 44 ," 1,197 ", 64 
Australia,2019,Bakery Items," 45,489 "," 52,569 ", 127 ," 1,278 ", 33 
South Korea,2020,Meat & Seafood, 673 , 741 , 142 , 94 , 50 
USA,2023,Prepared Food," 10,355 "," 9,725 ", 182 , 39 , 32 
Germany,2021,Fruits & Vegetables," 16,837 "," 14,298 ", 113 , 501 , 57 
France,2020,Prepared Food," 46,266 "," 38,295 ", 148 ," 1,121 ", 68 
USA,2019,Frozen Food," 29,304 "," 31,878 ", 30 ," 1,115 ", 40 
South Africa,2018,Fruits & Vegetables," 18,643 "," 16,977 ", 116 , 300 , 52 
UK,2024,Prepared Food," 20,177 "," 19,882 ", 65 , 192 , 63 
Indonesia,2019,Beverages," 4,497 "," 4,340 ", 58 ," 1,173 ", 70 
Mexico,2021,Bakery Items," 26,320 "," 25,170 ", 112 , 425 , 53 
Spain,2019,Dairy Products," 6,678 "," 7,071 ", 70 , 932 , 36 
Turkey,2024,Bakery Items," 14,744 "," 12,074 ", 163 , 415 , 57 
South Africa,2021,Dairy Products," 3,330 "," 2,791 ", 147 , 34 , 37 
UK,2022,Dairy Products," 22,836 "," 20,920 ", 65 , 821 , 47 
Italy,2019,Bakery Items," 23,265 "," 25,239 ", 97 ," 1,065 ", 32 
South Korea,2018,Beverages," 37,821 "," 31,751 ", 189 , 546 , 59 
India,2022,Beverages," 42,201 "," 49,236 ", 84 , 206 , 49 
UK,2024,Fruits & Vegetables," 22,500 "," 21,129 ", 52 , 738 , 47 
China,2022,Grains & Cereals," 16,868 "," 19,456 ", 124 , 214 , 46 
Mexico,2021,Prepared Food," 43,059 "," 51,220 ", 31 , 961 , 43 
China,2024,Meat & Seafood," 28,542 "," 29,937 ", 38 , 312 , 62 
China,2023,Frozen Food," 5,307 "," 4,369 ", 83 , 967 , 54 
Brazil,2018,Fruits & Vegetables," 9,322 "," 11,179 ", 154 , 901 , 42 
Russia,2022,Beverages," 33,285 "," 28,126 ", 138 ," 1,114 ", 64 
Indonesia,2019,Bakery Items," 34,680 "," 28,046 ", 161 , 690 , 70 
Canada,2019,Bakery Items," 42,830 "," 47,766 ", 162 , 207 , 39 
France,2021,Grains & Cereals," 11,217 "," 9,052 ", 139 ," 1,101 ", 45 
Germany,2021,Frozen Food," 7,221 "," 7,643 ", 116 , 970 , 54 
Indonesia,2022,Dairy Products," 35,664 "," 38,691 ", 44 , 468 , 64 
France,2021,Frozen Food," 27,667 "," 28,963 ", 125 , 822 , 53 
France,2024,Prepared Food," 31,851 "," 37,236 ", 167 , 398 , 68 
China,2021,Fruits & Vegetables," 2,082 "," 1,846 ", 86 , 334 , 37 
France,2022,Grains & Cereals," 49,249 "," 46,203 ", 131 , 554 , 66 
Australia,2020,Grains & Cereals," 47,067 "," 42,938 ", 64 , 703 , 57 
China,2021,Beverages," 20,313 "," 18,228 ", 101 ," 1,357 ", 38 
South Africa,2021,Meat & Seafood," 17,942 "," 15,561 ", 132 , 828 , 53 
Saudi Arabia,2021,Fruits & Vegetables," 4,877 "," 4,178 ", 35 , 752 , 62 
South Korea,2022,Grains & Cereals," 37,365 "," 43,081 ", 151 , 237 , 40 
Australia,2023,Bakery Items," 4,270 "," 5,041 ", 69 , 638 , 51 
Germany,2019,Beverages," 39,854 "," 45,320 ", 149 ," 1,193 ", 66 
Mexico,2023,Dairy Products," 47,563 "," 44,153 ", 51 ," 1,104 ", 61 
Argentina,2023,Frozen Food," 29,184 "," 24,719 ", 182 , 157 , 40 
Turkey,2023,Meat & Seafood," 25,255 "," 21,479 ", 128 , 459 , 69 
Germany,2018,Frozen Food," 35,026 "," 39,926 ", 191 , 453 , 53 
Germany,2023,Fruits & Vegetables," 4,781 "," 4,914 ", 174 , 678 , 62 
Australia,2018,Dairy Products," 25,698 "," 29,519 ", 130 ," 1,215 ", 36 
Russia,2022,Prepared Food," 4,292 "," 4,940 ", 199 ," 1,073 ", 47 
Germany,2020,Beverages," 31,178 "," 27,150 ", 121 ," 1,065 ", 52 
Saudi Arabia,2024,Dairy Products," 48,885 "," 49,493 ", 53 , 751 , 40 
China,2022,Beverages," 37,991 "," 41,711 ", 38 , 627 , 68 
Brazil,2022,Frozen Food," 31,666 "," 31,253 ", 108 , 315 , 49 
Russia,2021,Meat & Seafood," 40,014 "," 38,999 ", 164 ," 1,085 ", 64 
Canada,2019,Meat & Seafood," 49,545 "," 52,033 ", 29 , 289 , 60 
Indonesia,2023,Prepared Food," 25,607 "," 26,210 ", 172 , 625 , 39 
Germany,2022,Grains & Cereals," 24,564 "," 20,250 ", 179 , 566 , 62 
Turkey,2023,Prepared Food," 7,296 "," 6,658 ", 166 , 366 , 59 
Spain,2022,Fruits & Vegetables," 29,205 "," 24,683 ", 86 , 870 , 36 
Italy,2018,Meat & Seafood," 22,939 "," 26,410 ", 71 , 66 , 37 
Canada,2018,Fruits & Vegetables," 31,681 "," 33,876 ", 104 ," 1,017 ", 33 
Australia,2023,Grains & Cereals," 35,501 "," 36,953 ", 198 ," 1,305 ", 38 
Turkey,2019,Meat & Seafood," 49,472 "," 56,099 ", 51 , 736 , 60 
USA,2022,Prepared Food," 32,442 "," 30,647 ", 117 , 585 , 36 
Germany,2022,Prepared Food," 31,959 "," 32,498 ", 169 , 214 , 61 
Turkey,2020,Fruits & Vegetables," 35,838 "," 31,091 ", 99 ," 1,226 ", 63 
Canada,2018,Beverages," 49,069 "," 47,259 ", 139 , 203 , 50 
Germany,2024,Fruits & Vegetables," 29,925 "," 31,118 ", 95 ," 1,136 ", 69 
Italy,2022,Dairy Products," 12,153 "," 13,782 ", 60 ," 1,187 ", 51 
Japan,2020,Fruits & Vegetables," 47,893 "," 45,240 ", 166 , 314 , 53 
Argentina,2021,Bakery Items," 49,783 "," 57,744 ", 36 , 251 , 68 
Indonesia,2020,Prepared Food," 47,004 "," 46,531 ", 93 ," 1,259 ", 35 
Canada,2022,Fruits & Vegetables," 4,053 "," 3,583 ", 97 ," 1,364 ", 60 
Russia,2021,Meat & Seafood," 12,756 "," 13,402 ", 162 , 157 , 45 
Saudi Arabia,2018,Dairy Products," 16,280 "," 19,028 ", 158 ," 1,295 ", 63 
Argentina,2019,Grains & Cereals," 4,964 "," 5,529 ", 179 ," 1,138 ", 52 
Canada,2021,Prepared Food," 39,301 "," 40,486 ", 22 , 129 , 63 
USA,2021,Grains & Cereals," 4,708 "," 4,508 ", 99 ," 1,379 ", 56 
Argentina,2018,Bakery Items," 47,314 "," 47,580 ", 37 , 626 , 63 
Indonesia,2023,Meat & Seafood," 26,834 "," 28,020 ", 134 ," 1,107 ", 44 
Saudi Arabia,2018,Frozen Food," 10,344 "," 9,858 ", 105 ," 1,305 ", 55 
Germany,2023,Grains & Cereals," 45,074 "," 54,083 ", 178 , 538 , 32 
Germany,2022,Fruits & Vegetables," 29,670 "," 30,743 ", 172 , 162 , 62 
South Korea,2019,Grains & Cereals," 8,063 "," 6,608 ", 139 , 530 , 49 
Canada,2024,Prepared Food," 9,356 "," 9,822 ", 86 ," 1,361 ", 43 
Saudi Arabia,2018,Fruits & Vegetables," 10,249 "," 8,745 ", 24 ," 1,384 ", 40 
Australia,2022,Frozen Food," 47,031 "," 42,346 ", 193 , 883 , 34 
Indonesia,2021,Dairy Products," 3,365 "," 3,279 ", 87 , 198 , 69 
Mexico,2024,Dairy Products," 11,269 "," 13,499 ", 38 ," 1,231 ", 31 
Turkey,2024,Frozen Food," 17,899 "," 14,551 ", 75 , 546 , 51 
Indonesia,2021,Prepared Food," 39,451 "," 41,269 ", 116 , 701 , 45 
Argentina,2018,Meat & Seafood," 27,169 "," 22,295 ", 84 , 535 , 68 
Russia,2024,Frozen Food," 17,975 "," 19,844 ", 168 , 372 , 52 
Australia,2021,Meat & Seafood," 4,529 "," 3,756 ", 66 , 829 , 30 
Italy,2024,Dairy Products," 46,978 "," 38,449 ", 122 , 271 , 30 
Italy,2023,Beverages," 36,630 "," 41,346 ", 171 ," 1,395 ", 34 
Spain,2023,Prepared Food," 44,685 "," 50,698 ", 31 , 666 , 31 
Canada,2020,Grains & Cereals," 33,797 "," 36,880 ", 128 ," 1,352 ", 52 
UK,2021,Grains & Cereals," 33,890 "," 30,738 ", 31 ," 1,378 ", 64 
Japan,2019,Grains & Cereals," 32,671 "," 34,088 ", 50 , 716 , 42 
Saudi Arabia,2022,Meat & Seafood," 10,015 "," 11,946 ", 24 ," 1,220 ", 57 
India,2018,Fruits & Vegetables," 4,020 "," 3,411 ", 133 , 403 , 44 
USA,2022,Meat & Seafood," 2,912 "," 3,297 ", 140 , 819 , 31 
South Africa,2022,Fruits & Vegetables," 47,424 "," 52,060 ", 121 , 814 , 56 
UK,2022,Fruits & Vegetables," 13,833 "," 15,671 ", 21 , 935 , 49 
UK,2020,Fruits & Vegetables," 32,583 "," 32,441 ", 25 , 222 , 39 
Saudi Arabia,2021,Meat & Seafood," 29,592 "," 29,260 ", 111 , 824 , 68 
Saudi Arabia,2024,Dairy Products," 40,480 "," 45,457 ", 146 , 768 , 50 
Brazil,2023,Frozen Food," 19,435 "," 17,713 ", 189 , 87 , 70 
South Korea,2024,Dairy Products," 21,718 "," 25,019 ", 148 , 634 , 35 
Turkey,2024,Bakery Items," 33,486 "," 35,018 ", 97 , 200 , 55 
Germany,2020,Grains & Cereals," 14,355 "," 13,064 ", 115 , 38 , 34 
Mexico,2022,Beverages," 4,458 "," 5,321 ", 107 , 888 , 49 
France,2021,Meat & Seafood," 36,769 "," 31,634 ", 170 , 159 , 43 
Japan,2019,Dairy Products," 6,465 "," 6,420 ", 186 , 77 , 42 
Italy,2022,Beverages," 12,988 "," 14,462 ", 180 , 723 , 35 
Spain,2024,Frozen Food," 49,204 "," 48,790 ", 158 , 770 , 57 
South Korea,2018,Beverages," 43,999 "," 48,056 ", 21 , 356 , 32 
UK,2022,Dairy Products," 33,816 "," 36,419 ", 52 ," 1,277 ", 52 
Japan,2021,Beverages," 9,704 "," 10,031 ", 48 , 224 , 38 
France,2020,Meat & Seafood," 49,271 "," 46,555 ", 105 , 945 , 48 
USA,2020,Meat & Seafood," 10,437 "," 8,906 ", 131 , 952 , 49 
UK,2021,Prepared Food," 34,322 "," 39,582 ", 65 ," 1,255 ", 51 
Turkey,2023,Prepared Food," 16,264 "," 13,067 ", 146 , 533 , 41 
Mexico,2021,Beverages," 33,600 "," 39,764 ", 169 , 816 , 44 
Canada,2018,Beverages," 9,308 "," 7,605 ", 130 , 862 , 55 
Argentina,2020,Dairy Products," 47,506 "," 44,078 ", 175 ," 1,333 ", 67 
France,2019,Beverages," 15,275 "," 14,852 ", 47 , 333 , 51 
South Korea,2018,Frozen Food," 4,340 "," 3,613 ", 89 , 160 , 49 
Indonesia,2018,Beverages," 46,852 "," 43,412 ", 176 ," 1,156 ", 66 
Mexico,2020,Dairy Products," 6,085 "," 5,955 ", 130 , 756 , 34 
Spain,2022,Bakery Items," 49,864 "," 48,161 ", 93 , 456 , 56 
Indonesia,2021,Beverages," 16,017 "," 13,035 ", 149 , 213 , 43 
China,2021,Meat & Seafood," 8,212 "," 8,134 ", 105 , 337 , 56 
Italy,2018,Meat & Seafood," 29,421 "," 31,401 ", 161 , 989 , 62 
Australia,2022,Meat & Seafood," 11,494 "," 9,480 ", 136 , 13 , 64 
Russia,2019,Fruits & Vegetables," 24,622 "," 21,889 ", 193 ," 1,238 ", 52 
China,2022,Prepared Food," 39,737 "," 40,837 ", 181 , 260 , 51 
Mexico,2018,Beverages," 19,182 "," 22,488 ", 165 , 618 , 69 
China,2023,Prepared Food," 24,201 "," 25,445 ", 149 , 881 , 36 
Australia,2023,Bakery Items," 21,391 "," 21,175 ", 60 , 562 , 61 
Japan,2018,Prepared Food," 32,430 "," 27,835 ", 89 , 479 , 63 
Mexico,2021,Bakery Items," 34,148 "," 28,572 ", 115 ," 1,256 ", 65 
Mexico,2019,Prepared Food," 40,309 "," 38,890 ", 131 , 693 , 31 
China,2021,Meat & Seafood," 23,760 "," 27,917 ", 54 ," 1,209 ", 53 
Spain,2020,Dairy Products," 25,156 "," 23,890 ", 78 , 114 , 57 
Russia,2021,Frozen Food," 12,324 "," 14,126 ", 56 , 517 , 60 
China,2019,Beverages," 23,809 "," 25,023 ", 62 ," 1,104 ", 53 
South Africa,2019,Fruits & Vegetables," 30,648 "," 29,455 ", 66 , 329 , 52 
Saudi Arabia,2020,Prepared Food," 36,439 "," 43,390 ", 34 , 162 , 41 
South Africa,2021,Frozen Food," 24,880 "," 21,462 ", 157 , 945 , 62 
Germany,2019,Beverages," 2,900 "," 3,054 ", 192 , 285 , 45 
Australia,2024,Bakery Items," 15,026 "," 15,189 ", 133 , 598 , 38 
India,2018,Fruits & Vegetables," 28,866 "," 32,463 ", 93 , 444 , 59 
Russia,2022,Meat & Seafood," 36,615 "," 30,052 ", 184 , 715 , 57 
Germany,2020,Frozen Food," 7,438 "," 8,014 ", 133 , 640 , 36 
South Africa,2021,Grains & Cereals," 39,809 "," 42,701 ", 72 ," 1,162 ", 56 
Australia,2021,Meat & Seafood," 16,550 "," 15,387 ", 164 , 257 , 31 
Saudi Arabia,2021,Meat & Seafood," 17,590 "," 17,705 ", 55 , 730 , 42 
Brazil,2018,Beverages," 31,678 "," 28,501 ", 65 , 188 , 37 
Japan,2020,Meat & Seafood," 43,728 "," 35,376 ", 122 ," 1,072 ", 32 
South Korea,2018,Grains & Cereals," 16,310 "," 14,734 ", 118 ," 1,291 ", 49 
China,2018,Fruits & Vegetables," 41,046 "," 48,366 ", 146 , 392 , 56 
South Africa,2018,Grains & Cereals," 41,093 "," 38,246 ", 62 ," 1,101 ", 50 
South Africa,2024,Prepared Food," 1,273 "," 1,162 ", 47 , 474 , 31 
Brazil,2024,Grains & Cereals," 45,457 "," 53,715 ", 84 ," 1,104 ", 39 
China,2021,Fruits & Vegetables," 36,220 "," 29,468 ", 110 , 568 , 49 
Canada,2022,Frozen Food," 16,907 "," 16,406 ", 28 , 277 , 33 
France,2024,Grains & Cereals," 8,545 "," 9,823 ", 78 , 523 , 69 
Saudi Arabia,2022,Beverages," 7,656 "," 8,767 ", 117 , 668 , 59 
UK,2022,Frozen Food," 1,056 "," 1,093 ", 36 , 864 , 40 
Germany,2021,Frozen Food," 22,461 "," 21,525 ", 125 , 303 , 66 
Italy,2019,Prepared Food," 25,305 "," 24,182 ", 198 , 842 , 32 
Spain,2019,Fruits & Vegetables," 47,590 "," 51,767 ", 173 , 730 , 34 
Germany,2021,Meat & Seafood," 1,580 "," 1,371 ", 43 , 798 , 70 
Japan,2024,Beverages," 8,604 "," 9,492 ", 181 , 844 , 50 
France,2020,Beverages," 6,545 "," 5,540 ", 68 , 816 , 47 
Mexico,2019,Prepared Food," 3,920 "," 4,563 ", 34 , 178 , 57 
Russia,2021,Beverages," 1,043 "," 1,208 ", 58 , 314 , 43 
Brazil,2023,Dairy Products," 33,238 "," 39,786 ", 96 , 629 , 67 
India,2024,Meat & Seafood," 1,019 "," 1,113 ", 81 , 630 , 46 
South Africa,2022,Prepared Food," 6,861 "," 6,516 ", 177 , 993 , 56 
Turkey,2018,Prepared Food," 14,551 "," 12,081 ", 108 , 739 , 67 
USA,2023,Prepared Food," 41,493 "," 42,210 ", 117 ," 1,213 ", 43 
France,2018,Bakery Items," 5,040 "," 4,640 ", 72 , 393 , 64 
Russia,2023,Dairy Products," 47,943 "," 55,889 ", 115 , 880 , 55 
Japan,2019,Bakery Items," 4,161 "," 4,647 ", 80 , 911 , 56 
Japan,2020,Fruits & Vegetables," 21,073 "," 18,403 ", 82 ," 1,333 ", 33 
Canada,2020,Beverages," 32,673 "," 35,212 ", 85 , 856 , 40 
Australia,2019,Grains & Cereals," 8,462 "," 8,775 ", 47 , 739 , 37 
France,2024,Beverages," 22,569 "," 19,426 ", 35 , 338 , 47 
India,2021,Fruits & Vegetables," 27,620 "," 28,762 ", 46 , 357 , 40 
South Korea,2018,Prepared Food," 15,199 "," 15,063 ", 159 , 958 , 65 
Australia,2021,Beverages," 18,882 "," 15,365 ", 68 , 26 , 31 
